**ЗАГАЛЬНІ**,,
1040,Для діапазону повинно бути вказано 2 дати,Неправильно вказано діапазон дат. Правильний формат діапазону - дата/дата у форматі дати ISO 8601
1041,Запитаний діапазон поза межами,Запитаний діапазон поза межами
1042,Ланцюг коментарів {0} не знайдено,"Ланцюг коментарів з введеним UUID не знайдено. Будь ласка, перевірте правильність введених даних"
1043,Доступ до ланцюгу коментарів {0} заборонено,"Доступ до ланцюгу коментарів з введеним UUID заборонено. Будь ласка, перевірте правильність введених даних"
1044,Повідомлення з ідентифікатором {0} в ланцюзі коментарів {1} не знайдено,"Такого повідомлення немає в ланцюзі коментарів. Будь ласка, перевірте правильність введених даних"
1045,Основна тема для ланцюга вже існує,"Будь ласка, вкажіть XPath і створіть нову тему"
1046,Ланцюг {0} вже вирішено або видалено і не може бути змінено,"Немає можливості оновлювати ланцюг, тому що він був вирішений чи видалений"
1047,"Вкладення '{0}' перевищено максимальну довжину імені: {1}","Довжина імені вкладеного файлу перевищує ліміт назви файлу для завантаження. Будь ласка, зверніть увагу на максимальну довжину в коді помилки і спробуйте завантажити файл з меншою довжиною"
1048,Термін дії пароля закінчився,"Будь ласка, оновіть пароль"
1049,"Щоб захистити ваш обліковий запис від злому, ми тимчасово заблокували можливість авторизації. Зачекайте {0} хвилин або натисніть ""Забули пароль?""","Будь ласка, зачекайте трохи та спробуйте пізніше"
1050,"Дозволено лише один сеанс. Будь ласка, вийдіть з іншого",Додаткова сесія заблокована
1051,IP-адреса заблокована,Зверніться до адміністратора платформи/акаунту
1052,Неправильний формат IP або IP-діапазону для [{0}].,"Будь ласка, виправте формат IP"
1053,Підсервіс недоступний: {0},"Виникла інфраструктурна проблема. Будь ласка, спробуйте пізніше"
1054,Помилка підсервісу з повідомленням: {0},Виникла помилка на стороні підсервісу
1055,Занадто великий запит,"Будь ласка, зменшіть розмір файлу/запиту"
1056,Очікується адреса електронної пошти для авторизації SSO,"Будь ласка, змініть ім'я користувача на адресу електронної пошти у вашому постачальнику ідентифікаційних даних"
1057,Непідтримуваний рівень доступу: {0},Рівень доступу в цьому контексті не підтримується
1058,Спільна категорія може належати тільки до спільної категорії,Спільна категорія може належати тільки до спільної категорії
1059,"uuids' або 'searchParams' повинні бути вказані окремо","Будь ласка, надішліть 'uuids' або 'searchParams'"
1060,"Зображення '{0}' менше мінімального розміру: {1}x{2}","Розмір зображення менший за ліміт для завантаження. Будь ласка, зверніть увагу на мінімальний розмір у коді помилки та спробуйте завантажити файл з більшим розміром."
1061,"Неправильно вказана адреса електронної пошти або пароль. Спробуйте ще раз або натисніть ""Забули пароль?"", щоб скинути його",Введена адреса електронної пошти або пароль невірні
1062,"Неправильно вказана адреса електронної пошти або пароль. У вас залишилася 1 спроба. Щоб уникнути тимчасового блокування, натисніть ""Забули пароль?""",Введена адреса електронної пошти або пароль невірні
1063,{0},Запит відхилено системою
1064,"Будь ласка, увійдіть за допомогою SSO",Корпоративний користувач не може зареєструватися або увійти за допомогою пароля
1065,Неправильний формат коду,"Будь ласка, надішліть правильний код з електронної пошти"
1066,Поле {0} не може бути порожнім,"Будь ласка, встановіть значення поля"
1068,Непідтримуваний формат {0},Цей формат неможливо обробити
1069,Для спільних поштових скриньок необхідно вказати рівень доступу = спільний,"Перевірте, чи заповнені спільні поштові скриньки"
1070,"Поле дати '{0}' має бути більшим за поточну дату","Будь ласка, змініть значення дати"
1071,Помилка конвертаціі файлу: {0},Помилка конвертаціі файлу
1072,Невірна дата ISO: {0},"Формат дати неправильний, будь ласка, використовуйте формат дати ISO 8601"
1073,"Файл '{0}' неможливо завантажити, оскільки жодна сторінка не відповідає дозволеному розміру {1}","Будь ласка, використовуйте інший файл"
**КОРИСТУВАЧ/ПРОФІЛЬ**,,
10001,Користувача {0} не знайдено,Користувача із запитуваним UUID не знайдено
10002,Користувача {0} видалено,Користувач був видалений і не може бути використаний
10003,Підтверджуюче повідомлення не дійсне,"Введене підтверджувальне повідомлення не є дійсним. Підтверджувальне повідомлення має бути електронною адресою користувача у верхньому регістрі (наприклад: ""EMAIL@EXAMPLE.COM"")"
10004,Така адреса електронної пошти вже використовується: {0},Користувач з такою адресою електронної пошти вже зареєстрований
10005,Користувач вже активований,Користувач вже активований. Для роботи в системі необхідно авторизуватися
10006,Запрошення для іншого користувача,"Відкритий вміст не належить вашому конкретному користувачеві, увійдіть з іншими обліковими даними, щоб мати змогу переглянути вміст"
10007,Сповіщення {0} для користувача не знайдено,Немає сповіщеннь для поточного користувача
10008,Код підтвердження електронної пошти не знайдено або закінчився термін дії,Не знайдено або закінчився термін дії коду підтвердження електронної пошти. Перевірте правильність введеного коду або надішліть новий.
10009,Код запрошення не знайдено або минув термін дії,Код запрошення не знайдено або термін дії запрошення закінчився. Перевірте правильність введеного коду або попросіть надіслати новий.
10010,"Термін дії вашого запрошення закінчився, будь ласка зареєструйтесь звичайним способом",Термін дії коду запрошення закінчився. Спробуйте зареєструватися звичайним способом та підтвердити електронну пошту.
10011,Запрошення не знайдено або термін дії запрошення закінчився,Запрошення для поточного користувача не існує або закінчився термін дії
10012,Email запрошення порожній,Неможливо створити запрошення через порожнє обовʼязкове поле адреси електорнної пошти
10013,Акаунт не надано для оновлення,"У запиті пропущений параметр акаунт. Будь ласка, перевірте свій запит, порівняйте з документацією та надішліть ще раз"
10014,Не надано дозволів на оновлення,"У запиті відсутній перелік дозволів. Будь ласка, перевірте свій запит, звірте з документацією та надішліть повторно"
10015,"Використовується невірна роль '{0}'","Роль невірна для поточного запиту, будь ласка, перевірте, що введений UUID ролі існує"
10017,"Колір '{0}' має неправильний формат","Невірний формат кольору у запиті. Будь ласка, використовуйте формат кольору #FFFFFF"
10018,Користувач вже заблокований,Користувача вже заблоковано
10020,Користувач вже запрошений,Цей користувач вже запрошений до цієї сутності
10021,Корпоративний користувач не може себе видалити,Видалити корпоративного користувача може тільки адміністратор облікового запису
10022,Корпоративний користувач не може створити новий акаунт,За акаунтом вже закріплений корпоративний користувач і його неможливо змінити
10023,Користувач {0} не є корпоративним,Поточна дія може бути застосована тільки для корпоративного користувача
10024,"Користувач '{0}' вже має доступ до облікового запису/поштової скриньки","Даний користувач вже має доступ до цих об'єктів"
10025,Неправильний пароль,"Попередній пароль невірний. Будь ласка, перевірте правильність введеного пароля"
10026,Користувач неактивний,Користувач ще не підтвердив електронну пошту
10027,Користувач {0} є корпоративним,Поточна дія може бути застосована тільки для не корпоративного користувача
10028,Для акаунту компанії необхідно вказати ІПН,"Будь ласка, додайте відсутні властивості до запиту"
10029,Невірний номер телефону,Номер телефону повинен бути в міжнародному форматі
10030,Ця кінцева точка може бути виконана тільки для користувача з простроченим паролем,"Активний користувач має використовувати іншу кінцеву точку, перевірте документацію"
10031,Користувач вже існує,Адреса електронної пошти вже зареєстрована в системі
10032,Користувача заблоковано,Попросіть свого системного адміністратора розблокувати
10033,Термін дії запису перевірки минув,"Будь ласка, повторіть операцію"
10034,Поштова скринька автоматичного внесення не налаштована,Для користувача має бути налаштована поштова скринька автоматичного внесення
**АКАУНТ**,,
20001,Акаунт {0} не знайдено,"Акаунт з введеним UUID не знайдено. Будь ласка, перевірте дані запиту"
20002,Акаунт {0} видалено,Акаунт із введеним UUID рахунку видалено
20004,Дозволяється використовувати тільки одну поштову скриньку,В даному запиті допускається вказати тільки одну поштову скриньку
20005,Роль немає акаунту,"UUID акаунту є необхідним параметром у запиті. Будь ласка, введіть дійсний UUID акаунту для створення ролі"
20006,Роль {0} не знайдено,"Роль із зазначеним UUID у запиті не знайдено. Будь ласка, перевірте дані запиту"
20007,Роль з такою назвою вже існує,"Роль з такою назвою вже існує. Будь ласка, введіть нову назву або видаліть існуючу роль"
20008,Права доступу для ролі порожні,"У цьому запиті необхідні дані прав доступів для ролі . Будь ласка, перевірте дані запиту, звірте їх з документацією та надішліть повторно"
20009,Тип ролі не знайдено,"У запиті невірно вказано тип ролі. Підтримувані типи ролей: Account, Mailbox та System. Будь ласка, перевірте дані запиту, звірте їх з документацією і відправте повторно"
20010,Непідтримуваний набір дозволів,"У запиті невірно вказані дозволи. Будь ласка, перевірте дані запиту, звірте їх з документацією та надішліть повторно"
20011,"Батьківська категорія не повинна мати рівень доступу вище, ніж підлегла","Батьківська категорія не повинна мати рівень доступу вище, ніж підлегла"
20012,"Акаунт '{0}' не має інших власників",Акаунт з введеним UUID не має інших власників. Додайте принаймні ще одного власника акаунту і повторіть дію ще раз
20013,"Доменне ім'я акаунту не знайдено","Ім'я домену акаунту порожнє в тілі запиту на створення домену"
20014,Розмір доменного імені акаунту перевищив максимальний розмір,"Ім'я домену акаунту перевищує максимально допустимий розмір (256 символів) в тілі запиту на створення домену"
20015,"Не вдається вирішити домен '{0}'","Домен не може бути дозволений до IP. Можливо, він не існує"
20016,"Неможливо використовувати домен '{0}'",Домен вже верифікований і використовується іншим акаунтом або вже доданий до поточного акаунту
20017,"Домен '{0}' не знайдено",Домен не знайдено в базі даних по UUID домену
20018,Невідомий метод верифікації домену,При виконанні запиту на верифікацію домену в тілі запиту не вказано або вказано неіснуючий метод верифікації домену
20019,Домен вже верифікованний,Домен вже верифікованний і інформація про верифікацію не може бути змінена
20020,Активувати можна тільки НЕАКТИВНІ домени,Неможливо активувати неверифікованний або вже активованний домен
20021,Деактивувати можна тільки АКТИВНІ домени,Неможливо деактивувати неверифікованний або вже деактивованний домен
20022,Закінчився термін верифікації домену,"Термін дії верифікації домену закінчився. Будь ласка, використовуйте метод верифікації для поновлення верифікації"
20023,Інформація про верифікацію домен не знайдена,Інформація про верифікацію домену не знайдена при підтвердженні або перевірці домену
20024,"Домен '{0}' вже верифікований іншим обліковим записом","Домен пройшов верифікацію, але він вже був доданий і верифікований іншим акаунтом"
20025,Домен та обліковий запис не збігаються,"Ви намагаєтеся отримати доступ до домену, який не належить поточному акаунту"
20026,"Політика користувача для облікового запису повинна бути жорсткішою, ніж глобальна","Будь ласка, перевірте глобальні політики користувача /api/v1/settings"
20027,"Домен '{0}' має бути верифікований та активний",Домен не активний при створенні корпоративного користувача
20028,Конфлікт дозволів в запрошенні,"Користувач вже має доступ до об'єкту і його більше не можна запросити до цього об'єкту"
20029,Ролі або дозволи порожні в запрошенні,"У запиті відсутні ролі або дозволи. Будь ласка, перевірте свій запит, звірте з документацією та надішліть повторно"
20030,"Аккаунт '{0}' не має верифікованих доменів",Акаунт не має верифікованих доменів
20031,Помилка під час генерації XLSX,Помилка формування файлу XLSX
20032,Аркуш користувачів не знайдено,Файл excel для створення корпортанивних користувачів не має аркуша з користувачами
20033,Дублікат користувача {0},Дубльована адреса електронної пошти користувача у файлі імпорту корпоративних користувачів
20034,Неправильний UUID акаунту {0} в таблиці користувачів акаунту,Неправильний UUID акаунта знайдено в таблиці користувачів акаунта
20035,Клітинка A1 не знайдена в таблиці користувачів акаунту,Клітинку A1 не знайдено на аркуші користувачів акаунту
20036,Поштова скринька {0} не належить до акаунту або не існує,Поштова скринька не належить до акаунту або не існує
20037,Знайдено дубльований аркуш поштової скриньки {0},"Знайдено більше одного аркуша з однаковим UUID поштової скриньки, хоча має бути лише один"
20038,Клітинку A1 не знайдено на аркуші користувачів поштової скриньки,Клітинку A1 не знайдено на аркуші користувачів поштової скриньки
20039,Знайдено невизначеного користувача {0},"Знайдено електронну адресу користувача, яка не вказана на аркуші користувача"
20040,Помилка списку ролей для користувача {0},Вказана роль (ролі) не існує або належить іншому акаунту
20041,Помилка списку дозволів для користувача {0},Перелічені дозволи не існують
20042,Не вдається відкрити файл як електронну таблицю,Завантажений файл не є коректним XLSX або XLS файлом
20043,"Роль {0} не може бути видалена, оскільки вона назначена користувачам або запрошенням",Роль використовується і призначена користувачам або запрошенням
20044,"Кількість літер, цифр та символів не може бути більшою за максимальну довжину","Будь ласка, оновіть політику паролів з коректними значеннями"
20045,Користувач не належить до акаунту,Зазначений користувач(користувачі) належить до іншого акаунту
20046,"Постачальника ідентифікаційних даних SSO '{0}' не знайдено",Постачальник ідентифікаційних даних SSO відсутній в базі даних
20047,Метадані URL або XML повинні бути вказані окремо,"Будь ласка, введіть тільки URL або XML"
20048,Помилка завантаження/розбору метаданих,"Метадані неможливо завантажити або проаналізувати без помилки. Будь ласка, перевірте URL або XML"
20049,Постачальника ідентифікаційних даних та акаунт не збігаються,"Ви намагаєтеся отримати доступ до постачальника ідентифікаційних даних, який не належить поточному акаунту"
20050,Домен не існує або не активний,"Будь ласка, активуйте домен"
20051,"Постачальника ідентифікаційних даних SSO не знайдено для домену '{0}'","Для домену не знайдено постачальника ідентифікаційних даних SSO. Будь ласка, налаштуйте конфігурацію для постачальника ідентифікаційних даних"
20052,"Постачальник ідентифікаційних даних SSO '{0}' використовується для домену і не може бути видалений","Скасуйте налаштування постачальника ідентифікаційних даних. Постачальник ідентифікаційних даних SSO використовується для домену, і його неможливо видалити"
20053,"Постачальник ідентифікаційних даних SSO '{0}' має бути унікальним у системі","Будь ласка, перевірте метадані. Постачальник ідентифікаційних даних SSO має бути унікальним у системі"
20054,Назва вулиці має містити від 1 до 200 символів,Назва вулиці має містити від 1 до 200 символів
20055,Назва міста має містити від 1 до 200 символів,Назва міста має містити від 1 до 200 символів
20056,Назва регіону має містити від 1 до 200 символів,Назва регіону має містити від 1 до 200 символів
20057,Назва країни має містити від 1 до 100 символів,Назва країни має містити від 1 до 100 символів
20058,Поштовий індекс має містити від 1 до 10 символів,Поштовий індекс має містити від 1 до 10 символів
20059,Відформатована адреса має містити від 1 до 300 символів,Відформатована адреса має містити від 1 до 300 символів
20060,Платіжну адресу облікового запису не знайдено,"Платіжну адресу облікового запису не знайдено, будь ласка, створіть нову"
**ПОШТОВА СКРИНЬКА (МЕЙЛБОКС)**,,
30001,Поштова скринька {0} не знайдена,Введена поштова скринька не знайдена в системі
30002,Поштова скринька {0} видалена,"Поштова скринька була видалена. Будь ласка, використовуйте активну поштову скриньку"
30003,Назва поштової скриньки не може бути порожньою,Назва поштової скриньки не повинна бути порожньою. Вона повинна містити хоча б один символ
30004,Довжина назви поштової скриньки перевищує максимальний розмір,Довжина назви поштової скриньки не може перевищувати 256 символів
30005,Псевдонім поштової скриньки не може бути порожнім,Псевдонім поштової скриньки не повинен бути порожнім. Він повинен містити не менше 3 символів
30006,Перевищена максимальна довжина псевдоніма поштової скриньки,Довжина псевдоніма поштової скриньки не може перевищувати 256 символів
30007,Псевдонім не знайдено або приєднано до іншої поштової скриньки,"Псевдонім, який ви намагалися видалити, не знайдено або пов'язаний з іншою поштовою скринькою"
30008,Контакт {0} не знайдено,Контакт з введеним вами UUID не існує або не знайдено
30009,"Автоматичне делегування ввімкнено, але поштова скринька не вказана","Будь ласка, вкажіть поштову скриньку, до якої потрібно делегувати конверт"
30010,Папку {0} не знайдено,Папка з введеним вами ID не існує або не знайдена
30011,Невірне значення батьківського ID,Ідентифікатор батьківської папки не дійсний
30012,Псевдонім вже існує,Псевдонім з введенною назвою вже існує
30013,Порожній ідентифікатор папки,"Ідентифікатор папки в запиті порожній. Будь ласка, введіть необхідний параметр"
30014,Неможливо змінити рівень доступу папки на офіційну,Змінити рівень доступу папки на офіційний неможливо. Офіційні папки може створювати тільки системний користувач
30015,Папка вже існує,Папка з введеним ідентифікатором вже існує
30016,Поштова скринька {0} не належить до акаунту,"Поштова скринька не належить цьому акаунту. Перевірте свій запит і переконайтеся, що поштова скринька, яку ви хочете запросити, належить до поточного акаунту"
30017,Поштова скринька {0} не має інших власників,Поштова скринька немає іншого власника і не може бути залишена
30018,Поштова скринька відправника не знайдена,"UUID поштової скриньки відправника не знайдена, перевірте коректність запиту"
30019,UUID поштової скриньки порожній,UUID поштової скриньки не може бути порожнім
30020,UUID поштової скриньки невірний або порожній,"UUID поштової скриньки невірний або порожній. Будь ласка, надішліть коректний запит з коректним UUID поштової скриньки"
30021,Адреса електронної пошти не може бути псевдонімом,"Будь ласка, не використовуйте електронну пошту як псевдонім, щоб уникнути непорозумінь"
30022,"Кваліфікований псевдонім '{0}' вже використовується.","Кваліфікований псевдонім вже використовується, необхідно звернутись в підтримку"
30023,"Помилка квалифікованого ідентифікатору '{0}'",допустимі символи [0-9a-zA-Z.]
30024,"Псевдонім '{0}' перераховано більше ніж 1 раз",А можна тільки 1
30025,UUID поштової скриньки делегата недійсний,"Будь ласка, виберіть іншу поштову скриньку"
**ШАБЛОН**,,
40001,Документ {0} не знайдено,"Документ з введеним ідентифікатором не знайдено. Будь ласка, перевірте правильність введеного ідентифікатора"
40002,Шаблон {0} заархівовано,Шаблон з введеним UUID заархівовано. Використовувати заархівовані шаблони не можна
40003,Шаблон {0} не знайдено,"Шаблон з введеним UUID не знайдено. Будь ласка, перевірте правильність введеного UUID"
40004,Дані шаблону {0} не знайдено,"Дані шаблону не знайдено в сховищі. Будь ласка, перевірте Ваш запит, звірте з документацією та надішліть повторно"
40005,Дані шаблону {0} не знайдено,"Дані шаблону не знайдено в сховищі. Будь ласка, перевірте свій запит, порівняйте з документацією та надішліть ще раз"
40006,"Шаблон повинен мати рівень доступу, що дорівнює або перевищує рівень доступу папки",Рівень доступу до шаблону має бути рівним або вищим за рівень доступу папки
40007,Зображення {0} не знайдено,"Зображення не знайдено, будь ласка, завантажте зображення перед оновленням шаблону"
40009,"Шаблон повинний мати інші ролі, крім відправника","Шаблон повинен мати хоча б одну іншу роль, крім відправника"
40010,Повинен бути тільки 1 відправник,Шаблон має містити лише одну роль із типом Відправник
40011,Першою роллю в шаблоні повинен бути Відправник,Першою роллю у порядкі обробці конверту має боти роль Відправник
40012,Повинно бути мінімум 2 ролі,"Шаблон повинен мати щонайменше дві ролі, одна з яких є обов'язковою для відправника, а інша - для одержувача або підписанта"
40013,"Роль '{0}' не має призначених полів","Роль в шаблоні не має призначених полів. Будь ласка, додайте поля призначені для цієї ролі або зробіть цю роль копією"
40014,Повідомлення повинно бути раніше закінчення терміну дії,"Якщо термін дії конверта закінчується через 3 дні, ми не можемо повідомити на 5-й день. Установіть expire.notifyIn < expire.after"
40015,Ролі підписантів без підписів: {0},Роль підписувача не має пов’язаного з ним поля підпису в шаблоні. Додайте одну або видаліть роль підписувача
40016,Наступні поля призначені для неіснуючих ролей: {0},"Поля призначені неіснуючим ролям. Будь ласка, перепризначте поля існуючим ролям або видаліть їх"
40017,Наступні ролі не мають призначених полів: {0},"Роль з певним ID не має призначених полів у документах. Будь ласка, додайте поля, видаліть ролі або встановіть роль як копію"
40018,"Помилка перевірки шаблону, в документі '{0}' лукап поле '{1}'. Пов'язане поле '{2}' не знайдено в полях документа","Поле лукап не має пов'язаного з ним поля довідника в документі. Будь ласка, додайте поле довідника до документа або видаліть поле лукап"
40019,"Помилка перевірки шаблону, в документі '{0}' лукап поле '{1}'. Пов'язане поле не може бути використано як джерело пошуку",Поле лукап не має відповідного джерела в довіднику. Перевірте доступність довідника/значення довідника або видаліть поле пошуку
40020,Дубльовані ідентифікатори документів: {0},Ідентифікатори документів дублюються в шаблоні. Ідентифікатори документів повинні бути унікальними всередині шаблону
40021,Повторювані назви документів: {0},Назви документів дублюються в шаблоні. Назви документів повинні бути унікальними всередині шаблону
40022,"Поле '{0}' має неправильне мінімальне або максимальне значення",Введені значення мінімального значення більше максимального. Неможливо задати такі параметри для поля.
40023,"Поле '{0}' має значення точності більше допустимого {1}","Введене значення точності для поля більше, ніж дозволено для даного типу поля"
40025,Шаблон {0} видалено,Шаблон був видалений і не може бути використаний для створення конвертів
40026,Порожні дані шаблону,"Параметр даних шаблону порожній. Будь ласка, використовуйте дійсну структуру запиту"
40027,Рівень доступу має бути загальнодоступним чи офіційним,Приватним шаблоном не можна поділитись
40028,Шаблон {0} недоступний за кодом загального доступу,"Переконайтеся, що код загального доступу є правильним"
40029,"Принаймні одне обов'язкове поле повинно бути в таблиці '{0}'","Принаймні одне поле таблиці має бути обов’язковим, а також це поле має бути призначено власнику таблиці"
40030,Заголовок динамічної таблиці не знайдено. Назва таблиці: {0},Структура таблиці не є правильною. Таблиця повинна містити заголовок
40031,Рядок заголовку динамічної таблиці не знайдено. Назва таблиці: {0},Структура таблиці неправильна. Таблиця повинна містити лише один головний рядок
40032,Стовпці в рядку заголовку динамічної таблиці не знайдено. Назва таблиці: {0},Структура таблиці не є правильною. У структурі таблиці повинні бути стовпці
40033,Динамічна таблиця всередині іншої динамічної таблиці заборонена. Назва батьківської таблиці: {0},Неможливо мати динамічну таблицю всередині іншої динамічної таблиці
40034,Тіло динамічної таблиці не знайдено. Назва таблиці: {0},Структура таблиці не є правильною. Таблиця повинна містити тіло
40035,Заборонений атрибут стилю: {0},Атрибут таблиці заборонений. Допустимі атрибути для таблиці: margin
40036,"Поле '{0}' присвоєно не тій ролі","Поле, призначене для ролі, яка не може заповнювати дані. Обмежені ролі — Підписант і Копія"
40037,"Помилка перевірки шаблону в документі поле '{0}' має неправильне ім'я: '{1}'","Поля в шаблоні не повинні містити пробілів або спеціальних символів. Будь ласка, використовуйте такі імена, як name, name1, name_1"
40038,Рядків не знайдено,Таблиця повинна містити як мінімум 1 рядок
40039,"Підпис призначено ролі, що не є роллю Підписант {0}","Поле підпису призначено ролі, яка не є роллю Підписант, будь ласка, перепризначте поле або видаліть поле підпису"
40040,"Дублюється ім'я підписувача в документі {0}",Назви полів підпису дублюються. Документ повинен мати унікальні назви полів
40041,"Відсутній розділ інформації про документ, ідентифікатор документа: {0}","Структура даних шаблону невірна. Будь ласка, додайте інформаційні розділи до структури документа"
40042,Занадто багато підписів на одну роль {0},Роль підписувача може мати одне поле для підпису на один документ
40043,Немає постачальника цифрового підпису,Натомість використовуйте підпис eInk
40044,"Неочікуваний тип поля '{0}'","Введенний тип поля, не підтримується. Підтримувані типи полів: text, number, money, datetime, select-dictionary, yesno, attachment"
40045,Неочікуваний вміст тіла документа: {0},"Для зовнішнього документа допускається тільки один тип поля ""attachment"""
40046,Назву динамічної таблиці не знайдено,Не вказана назва динамічної таблиці
40047,Ідентифікатор ролі власника динамічної таблиці не знайдено,Поле таблиці не має призначеної ролі
40048,Шаблон не має підписів,"Документи в шаблоні не мають поля підписів, але мають роль підписувача. Додайте поля для підписів або видаліть роль підписувача та повторіть спробу"
40049,Підпис за ідентифікатором ролі не знайдено,Поле підпису не має ролі з відповідним UUID. Додайте роль підписувача або видаліть поле підпису та повторіть спробу
40050,Не вдається змінити рівень доступу шаблону до офіційного,Не вдалося змінити рівень доступу до шаблону на офіційний. Змінити рівень доступу до офіційного може тільки системний користувач
